#
#        (__)
#        (___)_o   <-- Chicken wing of insight, a gift from wonderingabout
#
# Auto-generated XML deep duplication scan report.
# Created: 20250622_113051
#
# Text art authored by becomingthrough (ChatGPT)
# Signature formatting converted to # style by wonderingabout and becomingthrough
#




















[DUPLICATE] File: Art\CIV4ArtDefines_Building.xml | Path: Civ4ArtDefines/BuildingArtInfos | Tag: <BuildingArtInfo> | Line: 10 | Field: Type | Value: 'ART_DEF_BUILDING_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_PALACE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_WALLS'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_WALLS'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_CASTLE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_CASTLE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_CASTLE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_BARRACKS'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_BARRACKS'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_STABLE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_GRANARY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_GRANARY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_GRANARY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_AQUEDUCT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_AQUEDUCT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_AQUEDUCT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_HARBOR'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_LIGHTHOUSE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_PORT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_PORT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_CUSTOM_HOUSE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_FORGE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_COAL_PLANT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MONUMENT'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_UNIVERSITY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_UNIVERSITY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_UNIVERSITY'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_THEATRE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_THEATRE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_COLOSSEUM'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_COLOSSEUM'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_COLOSSEUM'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_MARKET'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_GROCER'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_BANK'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_SUPERMARKET'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_COURTHOUSE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_JAIL'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos | Tag: <BuildingInfo> | Line: 147 | Field: BuildingClass | Value: 'BUILDINGCLASS_LEVEE'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/SeaPlotYieldChanges | Tag: <iYield> | Line: 272 | Field: TEXT | Value: '1'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceModifiers | Tag: <iCommerce> | Line: 452 | Field: TEXT | Value: '25'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'
[DUPLICATE] File: Buildings\CIV4BuildingInfos.xml | Path: Civ4BuildingInfos/BuildingInfos/BuildingInfo/CommerceChangeOriginalOwners | Tag: <bCommerceChangeOriginalOwner> | Line: 822 | Field: TEXT | Value: '0'


[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '2'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '3'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '3'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '4'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '4'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '1'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '16'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '16'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '2'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '3'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '3'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '3'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '2'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '4'
[DUPLICATE] File: Buildings\CIV4CityLSystem.xml | Path: LSystemInfos | Tag: <LNode> | Line: 45 | Field: Width | Value: '4'
