practical	old_sha	new_sha	subject
6206	5e3596ffe8c1a1edbfd853abca9080871cb6ea20	a9603c8529c2a22e4e3cb326f903812095160643	Fix KI#299, KI#301 and KI#302 AdvCiv-SAS Sevopedia regressions
6207	fc3891082f8050f6d242374d32284e3b54f7ed3f	fb6e7fc7b670963dff36228446e1788d104c62f9	Fix KI#303, KI#308 and KI#308.2 AdvCiv-SAS specialist and culture displays
6208	f7a1aedc0f624fa3e1f6bd6b328399dc11e44cf1	8a6db2049a531328936c4a0871efaefd3ba7815e	Fix KI#305 and KI#307 AdvCiv-SAS world-size and localization UI regressions
6209	44713955887657e2a16d81203863e64e434d0e0f	06064b12e6faa14b92c672e6a09e125dd43ff37b	Fix KI#304 and KI#306 AdvCiv-SAS found-value and maintenance-cache regressions
6210	ab5ef7e5180282494a4e13aa19fb797004a9464b	39ba7ab2d3de27f35948ad04d22c0a225f6c298d	Reject KI#311 and fix KI#309 AI valuation archaeology findings
6211	47ddc58905f42ffb8724b436c976ccf33c6f572d	d0ff436c1dc604225935d2b64951124f5c679923	Fix KI#310 AdvCiv-SAS regression and KI#319 follow-up to inherited loop fix
6212	53edf9c04ace37a663f557e03f32345e38f76ed1	e7cebfb3f68e0ff659b6962067abb0bb73d749c4	Fix KI#243/KI#244 inherited Water bugs and SAS caching interaction
6213	69a7995381a9d294cec8c073924c21ebecdd3ebb	8dca41814686114631087dc66f3adad789d5ea30	Fix KI#248-KI#253 AdvCiv-SAS Grid bugs and inherited map-script freshwater checks
6214	bd95b7c42a05f1df06ac066a467591d9d0494a87	19737a68f192f311b28dcd8ad5cda494044560a9	Fix KI#257-KI#261 inherited Planet/C2C bugs and AdvCiv-SAS regressions
6215	fa8b8c3056a931f0048be554babac097689b3bee	a01728385a6601b1986af17b5353362d3aafb947	Fix KI#246, KI#256, KI#267 and KI#286 SAS and inherited map-script bugs
6216	75beb2df87fadb690dc6a0d5bbb0f7ecebfc7f32	8dd7577e7c7b5b78a14054e5bf4a6f4fddfe478b	Fix KI#285 inherited pre-SAS AdvCiv starting-distance regression
6217	c25b134088c5aac94c24a536e2bba2c2f5e6e7cc	8f6e4adb214d0a988084b1a7a86e1b91d5ccb4ed	Fix KI#300 and KI#322 AdvCiv-SAS Timeline and AIP regressions
6218	621ce26dcafd4b8d8adbb7fceb69c4797bd3dfc2	9b78fc0e0e3348b68e444509fac68069bf023885	fix AdvCiv-SAS Worker and master/vassal AI bugs (KI#296, KI#312)
6219	2479bbe9d18eb64353a07824a09927b60ad50e62	c8c3e11f7ce474ba1dd420cf555cd4ea21274ac6	fix AdvCiv-SAS BFC Artist cleanup and Earth Day mismatch (KI#313, KI#314)
6220	06fe2cee73380c91dd9398dc406911ee8783f160	b3c833bceb511a81a508fda05d7b3efc4572d109	Fix AdvCiv-SAS KI#321 Sevopedia civilization availability labels ("All"->"AllR" (excluding civ-specific variants))
6221	33a4e226dd3a3ea351e2246ccd804a875dfe4515	70fb4ba57d7ad8028604a329e55c62c92645c45f	Fix inherited BtS past city-name identity broadened by SAS (KI#325)
6222	2540f0da0a21a94f0c1724002ba43028913a0df8	047fd3f5f9d01c3cc2a45159c838a0ffe8c860d0	Harden inherited BTG Grid/Cross fallbacks found by archaeology (KI#329)
6223	6d0a6f7836dd2ec70f2211b96b71106faeff6b5a	63f7659892c0f5f3eb37ec44c45af1fc9db965d2	Fix minor inherited Planet/C2C getGridSize contract found by archaeology (KI#328)
6224	db3a40e9a2f806fe44073051fc337a09bc668725	6eb6978ecb7fe34cfe67c08b37aa56e316a8f224	Reject hidden inherited BUG/K-Mod vote-poll repair after runtime review (KI#327)
6225	df985a491633723d20a33b5bb17bfae346090c2b	5286fc13797d9abc5cef6655b0977f48016f9494	Organize source archaeology and add the C++ File Audit Album
6226	4fccd9cf2ceee0049c019e36ad9ddf789281d05a	2763e46c4742a6f1757469dc56bc5332fbf7adcd	Fix inherited AdvCiv/AdvCiv-SAS battle-information leaks (KI#334, KI#335)
6227	16a3f0a091f681eeb7452f947a98e25414f5fbfe	b14b077d6782013b1e5850224819e0da6f8de5af	Fix SAS tech-contact and inherited BUG/Base AdvCiv leader-hover bugs (KI#330, KI#332)
6228	3b9f369bcf3b1d6f5cfd3fd03e0cb3a9673c8c76	2e35a0212c7aa2bdec7e2402f505646a69184205	Fix AdvCiv-SAS-only scrap-contract regression (KI#331)
6229	bdc85d8fe988726615dd13658a90d5abff45f3c4	6f136ab2d0c704463b3ecd69883276240db775a0	Fix inherited AdvCiv/BtS starting-position bugs from C++ audit album C009 (KI#338-KI#340)
6230	e3b7d0f9df1988e84a8b0c4b6eafd41ce4279386	946bb92966b5bdeb10552ac37309f61f98e18359	Fix inherited AdvCiv score and rare BtS Time Victory bugs (KI#341, KI#345)
6231	e99af2ff997b86951a157ab8a3bb8127a989d611	5dba4057e84e0052f1793fb45d4bfe05a837bc81	Fix inherited CvGame edge cases and reconcile audit C010 (AdvCiv KI#342, BtS KI#344)
6232	f41b1ebf4d27cc04d9c539e9ab8d6424102b1eb5	d12f1271d1ea2827db087f0c953f888f7571a521	Fix inherited BtS/AdvCiv CvPlot defects from audit C010 (KI#347-KI#349, KI#352)
6233	be12700f651aff7b5c41287d2c93dce7ed9f95bd	828658a349f47e87b766d873b63d21e4fab436e1	Fix inherited AdvCiv hidden-nationality leak in nuke reports (KI#350)
6234	a25aae7e41c4994203d042938b4a3e49ddf7da2d	d29d65355088fba9563f2a0b68ebe2cd145a75ec	Fix inherited BtS river-edit derived state (KI#351)
6235	f22b50ca654bbb984d3af8f108a9de2b57428b7c	80a434cd895a6d2ad8e48da01bc1cdd72de0a85b	Fix inherited AdvCiv passable-area invalidation during K-Mod Ice melt (KI#346)
6236	ba44769c7644aa0850dd2d49f12d02589a5ec6c8	b7535c87f11a33fd3864a99369d0155dc9ea5299	Fix inherited AdvCiv/BtS AP/UN replay privacy and voter grace bugs (KI#337, KI#343)
6237	42e8a4dcc77811ab2a0addfbce80dd2cb39454f1	07fbfcae5eff5ea6ded8ce0373d7c0fbfdea1081	Reconcile C++ audit album through open CvTeamAI checkpoint C010-WIP3
6238	4dd9bd3ff970359e1650824eecb4c1ea94b2441b	f0d50e744fdaf7299003c05971ba21f6c0a52df0	Correct CvCityAI KI issues and complete and clarify the KI#74 CFC review and cure (KI#48.3, KI#70, KI#74)
6239	80cb8f4be721decb8bd82f744078160cabdd2460	cdbf743dc6205df661a65e2b34cd8e09c8a90600	Reconcile C++ audit album through open CvTeamAI checkpoint C010-WIP7
6240	d8157f78d9783fa4636caaa1e6e892b7fa7bcf49	5f5b6105e4d672767be04ef277851703f6b53294	Fix inherited CvTeamAI vote, war and air-power defects (KI#353-KI#356)
6241	6333073c6887b00ae4db60452c2821262e6cd71e	ba9f4317ad0b3aca0493243edc7ce6278b50c907	Fix inherited AdvCiv CvTeamAI refactor defects (KI#357-KI#360)
6242	46d764ac5925abfa49ea2cf6c27d014a53e6f00a	06ee3f7174d2b834fc2319f6dab7ea6bc4e9c0d8	Reconcile C++ audit album through open CvTeamAI checkpoint C010-WIP12
6243	c6f1f31d32118e782df57bcd16d58d067057fb21	6512cf0986df99c960b758abcfa3454f085653b5	Fix inherited K-Mod/BBAI and AdvCiv team-state defects (KI#361-KI#363)
6244	9f56202d8b2f8e61dccf739f9e490fa8d69edc5e	acf6f3baea1fb700645fcb5133e130b4e61e2316	Complete inherited AdvCiv AI_preDeclareWar memory-population fix (KI#358) and reconcile CvTeamAI WIP22
6245	fcc06285513c40242d5feabeac7f14c1a7e2c7a2	be1e58b394bd529fec88d32f6c878e821cbb7f05	Fix inherited team relationship-state defects (KI#366, KI#369-KI#370) and close CvTeamAI audit album C011
6246	d6cfc845890830d65c054eeedb7acbdf3084637d	3c858051f0c56dc752543e3e66910814e4b59726	Fix inherited AdvCiv and BtS/AdvCiv joint-war brokerage defects (KI#372-KI#373)
6247	90f42a0f7b134e33e7975afcd619ec2a9421eba4	075f5cd9f4378f254d9a151191d5431ca618d05f	Fix inherited AdvCiv war-plan and K-Mod WarSuccess coalition defects (KI#368, KI#371)
6248	1cd79473b8b0a36f95c3b8d1ab1f780509a7ec0e	c366e5ea9df08e02de974f74df8558482187d0ce	Fix AdvCiv-SAS emergency-production priority and map-heaviness lifecycle bugs (KI#333, KI#336)
6249	29bfab953357d15a26232d685b10dcb94c715ade	f2d72e7f90a8640dce6600f1afe0c85b62cb3887	Fix AdvCiv-SAS SASGameRecord/BBAI diagnostic defects from the C++ audit album (KI#374-KI#376), and reconcile ChatGPT-5.6-Sol's durable C012 album
6250	2ac3faa2f6cb45cee0d417728410d325c32668ea	f0ee784b6444e9a0ebedb67722fa4b89f9e29314	Fix AdvCiv-SAS SASGameRecord defects from C++ audit C012 (KI#377-KI#382)
6251	1b85d21477b2ba03435540cb41e457b73aa444ef	8eae1ddf6c0d2f6346d0184bec5e6a009edb4fb0	Fix KI#383-KI#384 and KI#386 widget regressions, reject KI#387, and reconcile C++ audit album WIP14
6252	ad022a3fc9f270fdcb77b9a5cc872e30eb1e4643	7aaf0b6aa9fc0a5d7e7ff5a4d21490e6ce94b1df	Fix inherited BUG/K-Mod KI#391 and AdvCiv-SAS KI#392 from the C++ audit album; document KI#388-KI#390
6253	11f991a437c677870e9a0fa6550312b2610c0f3d	a39bfdc68b5a84472dad4a7063a45cbb4829e69b	fix AdvCiv-SAS KI#129 and KI#388-KI#390 advisor/widget issues; close C013 audit album
6254	eb56b5956e5c51b5dcfc2ce01d08bab0f24de952	3857fe21439ff7733fb2a36ebbf62432bae22340	fix inherited BUG/AdvCiv KI#395-KI#397 widget contracts; document C013 KI#393-KI#399
6255	022e226beaed92c1c894fc3f5ec45973f0c9e299	b2b49c6674d9799de96672319dee7946c1089612	fix inherited BtS KI#399 Great General XP remainder loss
6256	922024d6c18f3678ce6c0c0af742486b98d5100c	e95b703b659bce223a25312e872d530611246877	fix inherited BtS/AdvCiv KI#393 and AdvCiv KI#394 mission eligibility
6257	620b428e205dd62f7d6d6df0c5f9cdbd1928a269	a9988472a760b01915cf7076c848ff8605bbdb8a	fix inherited BtS KI#398 group Espionage; close CvTeam C014 audit album
6258	a5ebc9cc5aa3a4b0c9974fe26988c23d2d777998	19325626df83dcb96953e57073094b69a92302f8	fix inherited AdvCiv KI#412/KI#419 and BtS KI#422 reporting defects
6259	6c23f9cd9ff73d60a53ac322f4b36fa5043294de	95f1e653ee460fd89fab84d5d8d17b5329f0b9b7	fix UWAI KI#424-KI#426 team weighting, target reach and trade-partner identity
6260	9a772fb4a0b3d9178597b58499a294ac80a1be0b	8d0fe661ecd772cd1b63f2b86050d7c747b2e497	fix inherited Permanent Alliance state migration in KI#400-KI#403
6261	9262c8f3bc3e9dbcad253a87777cd598870b0558	58563781c3401018e4d1aeab27df44d68acd83ee	fix inherited AdvCiv technology bookkeeping in KI#404-KI#405
6262	9bd1a3124fa6cd6549fb22b6c7eabd4353d0ebb1	a19018fa021c1638c1dcf3e8a1ae7a46969fa587	docs: clarify KI#405 and reject KI#406-KI#407
6263	4ba8e58230b1795449b97f56dc35d55030661b12	403929fe273f0bce131fc6bfd2ea15d57f688e6c	fix inherited CvTeam defects in KI#408-KI#411; reject KI#410 (about Advanced Start technology-refund)
6264	42bfefebb0d8ff23cc16557afa96e1b5a9fde90c	fd7ae43c621809d7ef820de98a5c1ea13483b7b1	fix inherited Tech Share defects in KI#414 and KI#418
6265	b10972a9750ecab1a39392043e237d9f3a81f416	007ac4a3db4bc38beee19e15285c9f1b8025ba39	fix inherited AdvCiv peace and war-weariness defects (KI#413, KI#415)
6266	d8498752b960f27bfd4fc6d4086fbc4fc2287b8c	a95f6eec811dfacdee34b4a48eec1eff3bad81e0	fix inherited AdvCiv team-state regressions (KI#416, KI#417); reconcile C++ audit album C014-WIP24
6267	52e0f9c06718fb444208840cf5cea7b7723267e0	fe0e4abbe4ef49a910bff90d7db2f02143855c53	fix inherited Permanent-Alliance state defects (KI#420, KI#421); reconcile C++ audit album C014-WIP28
6268	3a42d6bd7fcebe7840eabdfd45156f9efde0c7cd	98142d25a5114685ee9a9aafc9923e8ddfba493d	fix inherited AdvCiv UWAI defects in trade, Domination and Kingmaking (KI#427-KI#429)
6269	df46c1a092af599480297960cf46e3edfb18800d	619d8711290d47538e35a610e1b63c2be5a7a340	fix inherited AdvCiv UWAI coalition and reporting defects (KI#430, KI#431); reconcile C++ audit album C014-WIP30
6270	5e2c3ee29931b1fd800b495a6746b7787ea41c09	94e2d279e8e473896374d06a9a55cbd57fb9b89b	fix inherited AdvCiv UWAI AP and war-anger defects (KI#434, KI#435); reconcile C++ audit album C015-WIP06
6271	a165e6b5bc3fcd2fe6a27100cdffb060abc54334	e987f8de8fc28b24c5f854fedac9c9e61a0ea042	fix inherited AdvCiv UWAI Kingmaking ally/vassal asset attribution (KI#432)
6272	202064cbf9db8a00ce0df4c0f36f8bc9027271cf	038724dba92df55c2b5268de4341f72ab2ac47c2	fix inherited AdvCiv UWAI KingMaking team-state modeling (KI#433)
6273	fbfa1980878944454a6651fa11ad3f5cd401a4a0	e04fcd41a2b7a8a9bcfac37a5654a6f6baa9a1b8	fix inherited AdvCiv UWAI utility defects (KI#437-KI#439); reject KI#436 and reconcile C++ audit C015-WIP11
6274	a70aa8b82f3882778f796887303851ca860f89bc	74a53043ed15c4e896fb99c4fe912d01593bdfc2	fix inherited AdvCiv UWAI revolt and capitulation defects (KI#441-KI#442); defer KI#440
6275	25f8a52a03427b77239f9eb5574c318a23b90371	bd16fb397cec269fa99871050bd0186e3986c9d3	fix inherited AdvCiv UWAI startup clocks (KI#443-KI#444); reconcile C++ audit C015-WIP13
6276	e7ba95276ec6d4e71dde05d31aa486fbac95f994	ecd30a6baa11145a3bddf0ed388005d64d377393	fix inherited AdvCiv UWAI Bellicosity team-loss accounting (KI#446); defer KI#445
6277	e1937c810e903607cee13662f7fe094d16249430	d7387411d1b641ba3438a6a2bd2e84aaaf101221	fix inherited AdvCiv UWAI Hired Hand team obligations (KI#451); defer KI#447-KI#450 and reconcile C++ audit C015-WIP18
6278	f78655dee8584e416e91fe21d01a45ce136be2f9	7e323809777443af4511886dff102992864ce868	fix inherited AdvCiv UWAI/C++ identity and lifetime defects (KI#454, KI#458, KI#462, KI#464); reconcile C++ audit C016
6279	7bb2bef7dd181d59e024a87c9bf2db5041636001	aea34ce91dd437fcca7c295a35f8c76f0f7cd698	fix inherited AdvCiv UWAI/naval group-state defects (KI#465-KI#467); reconcile C++ audit album C016-WIP01
6280	39f682650db32366a46c7e92ac87f130249ce152	0a95fa1d5f2eb949bd26fe05f3973ba8db14b5b0	fix inherited K-Mod/BtS/AdvCiv selection-group defects (KI#469-KI#471); defer KI#468
6281	e723a687953b6c87a01e5803f32065df7c8f0c0d	bba057b69b4257ea4ffe8231ff8cd5690c6aef6e	fix inherited selection-group defects (KI#472-KI#475)
6282	8e11138eb77ade8b5018c6432071fdac6027bb1c	7a984a8aa8bd0bc9f6f04c948060e971b94b64ba	fix inherited cross-transport cargo state leaks (KI#476-KI#477)
6283	5b2c6d1a631e5a547a37ba9874e158bb5c539bed	150aff570abf30cecc35b4de93174a78195e63fe	Document .pdb and Debug-opt DLL usage and update workflows; fix KI#475.2 SAS regression and inherited KI#475.3/KI#478/KI#479 lifetime defects
6284	1b4e679523d81a4fc649b908fa6c66133dce58a4	cd4d472c78ea7f61b80a19769c89584872bc6c2c	fix inherited Firaxis Vanilla Python queue ownership defect (KI#480)
6285	596f462b86020a53e9fbdd60c2f20340fc83025c	9cf57813a9ef53be412a8d4a3794f7df2f964912	fix inherited AdvCiv UWAI asset accounting defects (KI#455-KI#456); reconcile C++ audit album C017-WIP12
6286	9ccbadc10a3d347177f20280dffa7e7a095e23ad	38eeafba20d13b0f93e0f378aa3d257797bc152b	fix inherited AdvCiv UWAI team-scope duplication (KI#460-KI#461); reconcile audit C017-WIP13
6287	ecaf8c9635a782366db5eb25755afec4bdf9926a	f23646b66d9644edbb8182ac046ff91fc823f2bc	fix inherited AdvCiv UWAI Distraction duplication (KI#449)
6288	abb9f37910186a7aa23d2c7d20553d0f7115c4c9	b3989d03ac47d5e4cc8fdf0bd70139a36bd8f0aa	fix minor inherited AdvCiv UWAI peace-brokerage assertion (KI#520)
6289	91ef8290158f00f2763477c5be090c8c6f11137b	fa6e8970f647ab9bad15f7634aa1569f7eab8b89	fix inherited city-site evaluation defects (KI#481-KI#483)
6290	8c425f35a604352bf21a5c7787b997bcf7755eff	7302a07c38c6b0c510d2f0561aaf23401463e254	fix SAS future-BFC valuation and inherited AdvCiv liberation crash (KI#484-KI#486.2)
6291	59c543e73f0a57ca7943000648c076cdf3d033d5	4641cf5d384f948c8f02fa28ad69b75c37050ec9	fix inherited K-Mod/AdvCiv and SAS city-site defects (KI#487-KI#490); reconcile C++ audit album C018-WIP03
6292	6d1edf2784210a5b1fb9a17d88ff8ea80c274d92	61e14a5a947574a86bab81ad012addfa7097cc8d	fix SAS and inherited AdvCiv city-site defects (KI#503-KI#505); reconcile C++ audit C018-WIP04
6293	feb52197ebe5881843e99f8e7c6593dc4e5234e0	617843aa2bc9c108530719f7783c6467b1c85ea7	fix inherited applyPartisans1 initUnit(NO_UNIT) crash chain and SAS/inherited KI#521-KI#524.6 defects; reconcile C++ audit album C019-WIP11
6294	aff56f8a14b22e55bce60cf89d80486e837ea415	5e5f9ee12e9c993e2d754ba871f9df7bfd3d4773	fix inherited AdvCiv/K-Mod KI#527 and KI#534 debug assertion paths
6295	5743741e72c07584e816095bc6c93237430e53da	f21aa3ba4a1f813fdf8898b278040ba6fa18a5d9	fix inherited AdvCiv UWAI KI#536-KI#537 cache invalidation defects
6296	f270fd5119cbb91b7b143920e29cc49fa0530451	3e8eced21ad3f3f7db9eccf2ae46a233779b6de2	fix AdvCiv-SAS cross-layer KI#540-KI#541 and inherited AdvCiv UWAI KI#542
6297	f8c67505275fe2718cfdb0b6e081cb9e8bc17ffe	7574ccf3a13543a7f2f6d87e124f2fa17db3fd5c	fix inherited AdvCiv UWAI KI#545-KI#546 ScaledNum regressions; reconcile C++ audit album C019-WIP18
6298	9d4d2025224c368da0caf25f36af72925245ab4f	c909ca55d8f78e9915baad03f289c3bfcba691d1	fix inherited AdvCiv UWAI KI#547 and KI#550 city-cache lifecycle defects
6299	a9dfd1d6a3662a42285a09dcfe4665914fbf724c	d91753ea58f0fa15a154ea12a36ca423043943d0	fix inherited AdvCiv UWAI KI#543 and BBAI/K-Mod/AdvCiv KI#544 war-side accounting
6300	93f693718ad11b5ed4dd35e6ea26f67675e680a2	1f3e899b9d53f406e03e97d77e85ab3e571c0118	fix inherited AdvCiv UWAI KI#548 revival inventory and KI#552 bounty overflow
6301	23b499c1082f6239e4c64e603b0609329645b001	5daa6b4076c0904abb5b106a783e6e35e8cf4c0a	fix inherited AdvCiv UWAI KI#549 secondary-colony naval reachability
6302	85e31f0f418e23e1d703124291f0bc0016ca1f28	646137c86584e933b2306c9ff818d8cb5ad4659e	fix inherited AdvCiv UWAI KI#551 outsider Permanent Alliance state migration
6303	d84067f8e3cf01a3499f7190daa4acdefa96b903	037cb43335d90a0ce9eb902d24be91c606f49ac7	fix inherited AdvCiv UWAI KI#538-KI#539 leader and Permanent Alliance cache migration; reconcile C019-C020 audit album
6304	0da1373042c38b29f57003b324a2a0f17eb77845	2db0794b155e2623a2418bc397bb51ac9d2d656b	fix inherited AdvCiv OneArea placement (KI#564-KI#565); reconcile C020-WIP03 audit album
